invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id,invoice_value_zscore,is_high_value_outlier_iqr,is_high_value_outlier_zscore
570258,2011-10-10 09:56:00,2011-10,United Kingdom,United Kingdom,Weekday,3210.46,420,154,,1.50378381660068,True,False
563404,2011-08-16 11:04:00,2011-08,United Kingdom,United Kingdom,Weekday,3209.15,1607,94,16303,1.5030480135363966,True,False
544612,2011-02-22 10:43:00,2011-02,United Kingdom,United Kingdom,Weekday,3202.9199999999996,3906,1,18087,1.499548736368085,True,False
565836,2011-09-07 11:41:00,2011-09,United Kingdom,United Kingdom,Weekday,3200.28,2186,38,17511,1.4980658966049485,True,False
567480,2011-09-20 13:38:00,2011-09,United Kingdom,United Kingdom,Weekday,3200.0,1000,2,17450,1.497908625720979,True,False
540821,2011-01-11 13:16:00,2011-01,United Kingdom,United Kingdom,Weekday,3195.7799999999997,1067,406,,1.495538328826874,True,False
536387,2010-12-01 09:58:00,2010-12,United Kingdom,United Kingdom,Weekday,3193.92,1440,5,16029,1.494493600811937,True,False
567387,2011-09-20 10:38:00,2011-09,United Kingdom,United Kingdom,Weekday,3189.94,1232,7,17450,1.4922581075326629,True,False
567962,2011-09-23 09:19:00,2011-09,United Kingdom,United Kingdom,Weekday,3187.12,1768,17,15838,1.4906741650584028,True,False
542629,2011-01-31 09:57:00,2011-01,France,International,Weekday,3174.4300000000003,1617,46,12731,1.4835464239242344,True,False
576090,2011-11-14 08:56:00,2011-11,United Kingdom,United Kingdom,Weekday,3174.3999999999996,1376,9,17450,1.4835295734723803,True,False
569382,2011-10-03 16:44:00,2011-10,United Kingdom,United Kingdom,Weekday,3155.95,1,1,15502,1.4731665455822769,True,False
576391,2011-11-15 10:13:00,2011-11,United Kingdom,United Kingdom,Weekday,3153.19,690,67,,1.4716163040117254,True,False
563439,2011-08-16 13:05:00,2011-08,United Kingdom,United Kingdom,Weekday,3148.4,718,74,,1.4689258485323977,True,False
563557,2011-08-17 13:33:00,2011-08,United Kingdom,United Kingdom,Weekday,3147.64,2286,165,15786,1.4684989704187674,True,False
576219,2011-11-14 12:58:00,2011-11,United Kingdom,United Kingdom,Weekday,3134.96,1600,16,15838,1.461376846101883,True,False
541219,2011-01-14 14:06:00,2011-01,United Kingdom,United Kingdom,Weekday,3134.2799999999997,1165,384,,1.4609949025265296,True,False
557377,2011-06-20 11:00:00,2011-06,EIRE,International,Weekday,3133.12,2,1,,1.460343351721515,True,False
579787,2011-11-30 15:33:00,2011-11,United Kingdom,United Kingdom,Weekday,3127.18,394,151,,1.4570069622544575,True,False
540277,2011-01-06 12:18:00,2011-01,United Kingdom,United Kingdom,Weekday,3120.2200000000003,1798,31,14258,1.4530976574243697,True,False
550710,2011-04-20 11:05:00,2011-04,United Kingdom,United Kingdom,Weekday,3108.64,1736,9,17450,1.4465933830087927,True,False
560772,2011-07-20 16:12:00,2011-07,United Kingdom,United Kingdom,Weekday,3105.08,1345,449,,1.4445937960554718,True,False
554868,2011-05-27 10:52:00,2011-05,United Kingdom,United Kingdom,Weekday,3096.0,4300,1,13135,1.439493725961047,True,False
572066,2011-10-20 13:07:00,2011-10,United Kingdom,United Kingdom,Weekday,3091.98,1642,100,15159,1.4372357654126344,True,False
538153,2010-12-09 16:31:00,2010-12,United Kingdom,United Kingdom,Weekday,3091.82,353,121,,1.4371458963360808,True,False
571797,2011-10-19 11:41:00,2011-10,United Kingdom,United Kingdom,Weekday,3071.57,407,161,,1.4257718413347478,True,False
579471,2011-11-29 15:08:00,2011-11,United Kingdom,United Kingdom,Weekday,3063.88,404,166,,1.4214525088428833,True,False
556723,2011-06-14 11:25:00,2011-06,United Kingdom,United Kingdom,Weekday,3060.4,756,7,18102,1.4194978564278398,True,False
555284,2011-06-02 09:37:00,2011-06,United Kingdom,United Kingdom,Weekday,3056.7200000000003,3280,105,14298,1.4174308676671035,True,False
544214,2011-02-17 11:19:00,2011-02,United Kingdom,United Kingdom,Weekday,3055.62,718,111,,1.4168130177657963,True,False
551012,2011-04-26 10:32:00,2011-04,United Kingdom,United Kingdom,Weekday,3036.22,555,72,,1.4059163922336553,True,False
556267,2011-06-09 19:33:00,2011-06,United Kingdom,United Kingdom,Weekday,3027.31,9811,31,13694,1.400911808033069,True,False
571061,2011-10-13 14:33:00,2011-10,United Kingdom,United Kingdom,Weekday,3024.22,386,151,,1.3991762114921247,True,False
546739,2011-03-16 12:12:00,2011-03,United Kingdom,United Kingdom,Weekday,3018.34,2374,42,17511,1.3958735229287746,True,False
574561,2011-11-04 15:52:00,2011-11,United Kingdom,United Kingdom,Weekday,3016.47,942,347,,1.3948231780965528,True,False
578321,2011-11-23 16:59:00,2011-11,Spain,International,Weekday,2990.0,920,4,12557,1.379955462744193,True,False
540478,2011-01-07 14:53:00,2011-01,United Kingdom,United Kingdom,Weekday,2970.0,1800,8,15769,1.3687218281749753,True,False
558614,2011-06-30 15:56:00,2011-06,United Kingdom,United Kingdom,Weekday,2962.33,1410,388,,1.3644137293176801,True,False
560434,2011-07-18 15:56:00,2011-07,United Kingdom,United Kingdom,Weekday,2953.59,1193,443,,1.3595046310109322,True,False
550740,2011-04-20 11:33:00,2011-04,United Kingdom,United Kingdom,Weekday,2951.52,520,79,,1.3583419498330183,True,False
572324,2011-10-24 09:52:00,2011-10,United Kingdom,United Kingdom,Weekday,2949.2799999999997,2344,9,14607,1.3570837827612656,True,False
550344,2011-04-18 09:00:00,2011-04,Japan,International,Weekday,2949.12,6432,14,12754,1.3569939136847118,True,False
550299,2011-04-15 16:46:00,2011-04,United Kingdom,United Kingdom,Weekday,2945.5,732,23,17389,1.3549606258276836,True,False
552572,2011-05-10 12:11:00,2011-05,United Kingdom,United Kingdom,Weekday,2944.7,1558,21,14680,1.3545112804449146,True,False
542428,2011-01-28 10:00:00,2011-01,Sweden,International,Weekday,2938.7599999999998,2804,21,17404,1.3511748909778574,True,False
560225,2011-07-15 16:27:00,2011-07,United Kingdom,United Kingdom,Weekday,2929.35,930,379,,1.3458894659130405,True,False
569740,2011-10-06 10:52:00,2011-10,United Kingdom,United Kingdom,Weekday,2924.0,1600,15,15769,1.3428844686657744,True,False
541518,2011-01-19 09:05:00,2011-01,Switzerland,International,Weekday,2919.5099999999998,2334,101,12451,1.3403625177049852,True,False
574285,2011-11-03 15:01:00,2011-11,United Kingdom,United Kingdom,Weekday,2907.2000000000003,1024,6,17450,1.333448215627632,True,False
569246,2011-10-03 09:57:00,2011-10,United Kingdom,United Kingdom,Weekday,2900.99,710,280,14096,1.3299601720938894,True,False
572540,2011-10-24 16:17:00,2011-10,United Kingdom,United Kingdom,Weekday,2900.83,392,168,,1.3298703030173358,True,False
574967,2011-11-08 10:51:00,2011-11,United Kingdom,United Kingdom,Weekday,2898.19,661,78,,1.3283874632541992,True,False
568411,2011-09-27 10:52:00,2011-09,United Kingdom,United Kingdom,Weekday,2886.66,426,126,,1.3219112729250448,True,False
571554,2011-10-18 09:13:00,2011-10,United Kingdom,United Kingdom,Weekday,2884.29,638,63,,1.3205800872285927,True,False
574298,2011-11-03 15:56:00,2011-11,United Kingdom,United Kingdom,Weekday,2880.25,876,416,,1.3183108930456107,True,False
557485,2011-06-20 14:38:00,2011-06,United Kingdom,United Kingdom,Weekday,2876.0,1600,6,15769,1.315923745699652,True,False
557472,2011-06-20 13:27:00,2011-06,Norway,International,Weekday,2862.06,1090,62,12432,1.3080939024049074,True,False
550278,2011-04-15 13:15:00,2011-04,United Kingdom,United Kingdom,Weekday,2857.79,599,75,,1.3056955214243793,True,False
571937,2011-10-20 09:28:00,2011-10,EIRE,International,Weekday,2856.14,4462,84,14911,1.304768746572419,True,False
549746,2011-04-12 10:38:00,2011-04,United Kingdom,United Kingdom,Weekday,2846.02,1918,30,15251,1.2990845274803948,True,False
554272,2011-05-23 13:08:00,2011-05,United Kingdom,United Kingdom,Weekday,2843.6,3863,6,12901,1.2977252576975193,True,False
579692,2011-11-30 14:05:00,2011-11,Norway,International,Weekday,2843.29,2299,68,12433,1.2975511363616963,True,False
566164,2011-09-09 11:56:00,2011-09,United Kingdom,United Kingdom,Weekday,2842.46,640,66,,1.297084940527074,True,False
541424,2011-01-17 17:57:00,2011-01,United Kingdom,United Kingdom,Weekday,2829.87,948,355,,1.2900133675657512,True,False
554358,2011-05-24 09:32:00,2011-05,United Kingdom,United Kingdom,Weekday,2825.3999999999996,828,2,17450,1.2875026502395308,True,False
559145,2011-07-06 14:17:00,2011-07,Sweden,International,Weekday,2825.1,3242,20,17404,1.287334145720993,True,False
558417,2011-06-29 10:50:00,2011-06,EIRE,International,Weekday,2822.7400000000002,2086,25,14156,1.2860085768418255,True,False
571034,2011-10-13 12:47:00,2011-10,Cyprus,International,Weekday,2814.3,644,100,12359,1.2812679830536153,True,False
565767,2011-09-06 14:28:00,2011-09,United Kingdom,United Kingdom,Weekday,2812.84,610,71,,1.2804479277300624,True,False
544392,2011-02-18 11:54:00,2011-02,United Kingdom,United Kingdom,Weekday,2807.31,1223,22,14680,1.277341827771674,True,False
551747,2011-05-04 11:00:00,2011-05,United Kingdom,United Kingdom,Weekday,2805.2799999999997,4760,58,14298,1.276201613862898,True,False
572185,2011-10-21 10:52:00,2011-10,United Kingdom,United Kingdom,Weekday,2801.92,564,57,,1.2743143632552696,True,False
569030,2011-09-30 10:27:00,2011-09,United Kingdom,United Kingdom,Weekday,2800.0,350,9,17450,1.2732359343366246,True,False
577783,2011-11-21 16:20:00,2011-11,United Kingdom,United Kingdom,Weekday,2786.4,1644,35,18139,1.2655970628295568,True,False
552574,2011-05-10 12:20:00,2011-05,United Kingdom,United Kingdom,Weekday,2764.29,2023,44,15311,1.2531782798132862,True,False
541670,2011-01-20 12:34:00,2011-01,EIRE,International,Weekday,2756.84,1332,21,14911,1.2489937509362528,True,False
541104,2011-01-13 14:29:00,2011-01,United Kingdom,United Kingdom,Weekday,2751.16,947,360,,1.2458033987185948,True,False
568717,2011-09-28 16:17:00,2011-09,United Kingdom,United Kingdom,Weekday,2748.0,600,2,18102,1.2440284844566585,True,False
537793,2010-12-08 12:57:00,2010-12,United Kingdom,United Kingdom,Weekday,2746.75,1655,27,15032,1.2433263822960823,True,False
558311,2011-06-28 11:22:00,2011-06,Netherlands,International,Weekday,2739.92,1588,20,14646,1.2394900960906945,True,False
579557,2011-11-30 11:18:00,2011-11,United Kingdom,United Kingdom,Weekday,2739.38,600,57,,1.2391867879573257,True,False
564322,2011-08-24 13:23:00,2011-08,United Kingdom,United Kingdom,Weekday,2736.99,2335,22,13694,1.237844368626304,True,False
559919,2011-07-13 15:30:00,2011-07,Australia,International,Weekday,2735.16,4308,22,12415,1.2368164910632207,True,False
571119,2011-10-14 09:04:00,2011-10,United Kingdom,United Kingdom,Weekday,2733.65,584,71,,1.2359683516532451,True,False
565145,2011-09-01 13:50:00,2011-09,Australia,International,Weekday,2732.92,2692,8,12415,1.2355583239914683,True,False
536785,2010-12-02 15:22:00,2010-12,United Kingdom,United Kingdom,Weekday,2730.96,1008,6,15061,1.234457427803685,True,False
571305,2011-10-17 09:55:00,2011-10,United Kingdom,United Kingdom,Weekday,2729.23,367,134,,1.2334857184134478,True,False
540995,2011-01-13 09:30:00,2011-01,United Kingdom,United Kingdom,Weekday,2700.92,914,346,,1.21758450868072,True,False
562933,2011-08-10 16:51:00,2011-08,United Kingdom,United Kingdom,Weekday,2697.53,631,290,,1.215680407621238,True,False
544776,2011-02-23 11:39:00,2011-02,United Kingdom,United Kingdom,Weekday,2695.09,628,117,,1.214309904203793,True,False
566787,2011-09-15 10:31:00,2011-09,United Kingdom,United Kingdom,Weekday,2693.5699999999997,410,127,,1.2134561479765322,True,False
540418,2011-01-07 11:04:00,2011-01,United Kingdom,United Kingdom,Weekday,2688.72,1075,352,,1.2107319915934973,True,False
561474,2011-07-27 13:18:00,2011-07,United Kingdom,United Kingdom,Weekday,2688.27,1501,22,14680,1.2104792348156899,True,False
580363,2011-12-02 16:32:00,2011-12,United Kingdom,United Kingdom,Weekday,2685.0,1500,1,13868,1.2086425355636226,True,False
546388,2011-03-11 13:42:00,2011-03,United Kingdom,United Kingdom,Weekday,2676.13,623,90,,1.2036604186321747,True,False
577754,2011-11-21 14:47:00,2011-11,United Kingdom,United Kingdom,Weekday,2675.28,1524,34,18139,1.2031829891629833,True,False
537852,2010-12-08 15:56:00,2010-12,United Kingdom,United Kingdom,Weekday,2671.27,1665,86,17340,1.200930645431855,True,False
558540,2011-06-30 12:15:00,2011-06,United Kingdom,United Kingdom,Weekday,2662.17,965,88,17706,1.1958193417028606,True,False
541932,2011-01-24 11:39:00,2011-01,Greece,International,Weekday,2661.24,526,32,14439,1.195296977695392,True,False
564087,2011-08-23 09:38:00,2011-08,Hong Kong,International,Weekday,2653.9500000000003,735,48,,1.1912023178949125,True,False
567353,2011-09-19 16:14:00,2011-09,Hong Kong,International,Weekday,2653.95,1,1,,1.191202317894912,True,False
553540,2011-05-17 15:32:00,2011-05,United Kingdom,United Kingdom,Weekday,2649.52,2316,47,17511,1.1887140678378305,True,False
539338,2010-12-17 10:54:00,2010-12,Sweden,International,Weekday,2646.2999999999997,3714,25,17404,1.1869054526721865,True,False
575328,2011-11-09 13:48:00,2011-11,United Kingdom,United Kingdom,Weekday,2640.0,2400,5,17857,1.1833668577828826,True,False
544824,2011-02-24 09:32:00,2011-02,United Kingdom,United Kingdom,Weekday,2639.38,894,131,17139,1.183018615111237,True,False
569846,2011-10-06 13:42:00,2011-10,United Kingdom,United Kingdom,Weekday,2626.3,1326,127,13422,1.1756718181029686,True,False
541696,2011-01-20 18:08:00,2011-01,United Kingdom,United Kingdom,Weekday,2619.14,1038,371,,1.1716501769271888,True,False
581476,2011-12-09 08:48:00,2011-12,Norway,International,Weekday,2618.89,2215,65,12433,1.1715097564950736,True,False
552888,2011-05-12 10:23:00,2011-05,United Kingdom,United Kingdom,Weekday,2613.36,1264,13,15061,1.168403656536685,True,False
559322,2011-07-07 14:46:00,2011-07,United Kingdom,United Kingdom,Weekday,2609.0,1372,7,15769,1.1659547242005952,True,False
566195,2011-09-09 13:44:00,2011-09,Norway,International,Weekday,2608.11,1849,81,12433,1.1654548274622654,True,False
561397,2011-07-27 10:41:00,2011-07,United Kingdom,United Kingdom,Weekday,2606.4,1056,2,16532,1.1644943517065973,True,False
538998,2010-12-15 12:08:00,2010-12,United Kingdom,United Kingdom,Weekday,2605.88,1101,15,15061,1.1642022772077973,True,False
565378,2011-09-02 15:16:00,2011-09,United Kingdom,United Kingdom,Weekday,2605.74,562,74,,1.1641236417658127,True,False
545865,2011-03-07 14:17:00,2011-03,United Kingdom,United Kingdom,Weekday,2597.4,1548,8,15769,1.1594392161504492,True,False
564310,2011-08-24 12:51:00,2011-08,United Kingdom,United Kingdom,Weekday,2597.0,1372,7,15769,1.1592145434590646,True,False
538827,2010-12-14 12:59:00,2010-12,United Kingdom,United Kingdom,Weekday,2594.7599999999998,2552,89,14298,1.1579563763873124,True,False
579271,2011-11-29 09:56:00,2011-11,United Kingdom,United Kingdom,Weekday,2586.6899999999996,649,10,17450,1.1534236048386326,True,False
546558,2011-03-15 09:50:00,2011-03,Hong Kong,International,Weekday,2583.76,1,1,,1.1517778773742426,True,False
566976,2011-09-16 09:27:00,2011-09,United Kingdom,United Kingdom,Weekday,2582.78,1677,116,15382,1.1512274292803513,True,False
575687,2011-11-10 16:03:00,2011-11,United Kingdom,United Kingdom,Weekday,2581.07,1041,44,16126,1.150266953524683,True,False
540160,2011-01-05 11:50:00,2011-01,United Kingdom,United Kingdom,Weekday,2574.48,1032,3,15769,1.1465654709341255,True,False
560841,2011-07-21 12:25:00,2011-07,United Kingdom,United Kingdom,Weekday,2569.55,2169,99,14298,1.1437963800128135,True,False
537235,2010-12-06 09:45:00,2010-12,United Kingdom,United Kingdom,Weekday,2567.6400000000003,1464,5,17381,1.1427235679114534,True,False
536576,2010-12-01 16:11:00,2010-12,United Kingdom,United Kingdom,Weekday,2558.42,1122,16,13777,1.1375448623750437,True,False
552957,2011-05-12 12:36:00,2011-05,Sweden,International,Weekday,2557.88,2794,16,17404,1.137241554241675,True,False
541422,2011-01-17 17:48:00,2011-01,United Kingdom,United Kingdom,Weekday,2555.13,894,378,,1.1356969294884074,True,False
545320,2011-03-01 14:47:00,2011-03,EIRE,International,Weekday,2541.15,669,6,14156,1.1278446189245244,True,False
569653,2011-10-05 12:52:00,2011-10,Switzerland,International,Weekday,2539.56,1650,100,12451,1.1269515449762715,True,False
573553,2011-10-31 13:48:00,2011-10,United Kingdom,United Kingdom,Weekday,2534.37,345,145,,1.1240364168055594,True,False
539492,2010-12-20 10:14:00,2010-12,United Kingdom,United Kingdom,Weekday,2529.81,468,279,,1.1214751481237777,True,False
548010,2011-03-29 11:04:00,2011-03,Netherlands,International,Weekday,2527.94,1070,15,14646,1.120424803291556,True,False
547788,2011-03-25 12:00:00,2011-03,United Kingdom,United Kingdom,Weekday,2526.98,431,177,,1.1198855888322334,True,False
573320,2011-10-30 10:29:00,2011-10,United Kingdom,United Kingdom,Weekend,2520.28,857,38,15513,1.1161223212515456,True,False
555855,2011-06-07 13:56:00,2011-06,United Kingdom,United Kingdom,Weekday,2516.19,1911,46,15311,1.1138250429821406,True,False
561209,2011-07-25 16:57:00,2011-07,United Kingdom,United Kingdom,Weekday,2511.4,661,300,,1.111134587502813,True,False
575220,2011-11-09 11:19:00,2011-11,United Kingdom,United Kingdom,Weekday,2506.0,1400,14,17511,1.1081015061691242,True,False
568781,2011-09-29 08:28:00,2011-09,United Kingdom,United Kingdom,Weekday,2505.84,1000,16,14952,1.1080116370925703,True,False
571864,2011-10-19 13:49:00,2011-10,France,International,Weekday,2503.74,566,16,12731,1.1068321054628023,True,False
562946,2011-08-11 09:38:00,2011-08,United Kingdom,United Kingdom,Weekday,2500.0,1,1,15581,1.1047314157983588,True,False
569084,2011-09-30 11:56:00,2011-09,United Kingdom,United Kingdom,Weekday,2496.0,384,1,17949,1.1024846888845152,True,False
556725,2011-06-14 11:28:00,2011-06,United Kingdom,United Kingdom,Weekday,2496.0,200,1,18102,1.1024846888845152,True,False
542891,2011-02-01 13:26:00,2011-02,United Kingdom,United Kingdom,Weekday,2489.11,1184,43,16705,1.0986147017754198,True,False
569571,2011-10-05 10:09:00,2011-10,United Kingdom,United Kingdom,Weekday,2487.4,2788,13,16684,1.0976542260197517,True,False
570275,2011-10-10 10:57:00,2011-10,United Kingdom,United Kingdom,Weekday,2482.44,1263,29,13098,1.0948682846465856,True,False
558904,2011-07-04 16:18:00,2011-07,United Kingdom,United Kingdom,Weekday,2479.2,946,309,,1.0930484358463721,True,False
536477,2010-12-01 12:27:00,2010-12,United Kingdom,United Kingdom,Weekday,2474.7400000000002,1070,14,16210,1.090543335337437,True,False
545227,2011-03-01 09:35:00,2011-03,Finland,International,Weekday,2474.62,1273,98,12428,1.0904759335300214,True,False
553471,2011-05-17 11:28:00,2011-05,United Kingdom,United Kingdom,Weekday,2462.26,330,9,18102,1.083533547366245,True,False
543237,2011-02-04 13:39:00,2011-02,United Kingdom,United Kingdom,Weekday,2461.98,565,106,,1.0833762764822759,True,False
569137,2011-09-30 14:45:00,2011-09,United Kingdom,United Kingdom,Weekday,2455.63,362,130,,1.0798095975065494,True,False
554098,2011-05-22 13:01:00,2011-05,United Kingdom,United Kingdom,Weekend,2454.11,1562,249,14769,1.0789558412792888,True,False
537645,2010-12-07 15:34:00,2010-12,United Kingdom,United Kingdom,Weekday,2448.29,254,107,,1.0756868536196462,True,False
538149,2010-12-09 16:27:00,2010-12,United Kingdom,United Kingdom,Weekday,2446.16,239,113,,1.0744904715380246,True,False
566534,2011-09-13 11:32:00,2011-09,United Kingdom,United Kingdom,Weekday,2437.77,531,66,,1.0697779618362377,True,False
580652,2011-12-05 13:33:00,2011-12,United Kingdom,United Kingdom,Weekday,2430.08,3920,33,17511,1.0654586293443735,True,False
553182,2011-05-15 12:21:00,2011-05,United Kingdom,United Kingdom,Weekend,2422.15,1024,103,17107,1.0610044932376788,True,False
568057,2011-09-23 12:56:00,2011-09,United Kingdom,United Kingdom,Weekday,2420.5699999999997,360,134,,1.0601170361067103,True,False
541497,2011-01-18 15:19:00,2011-01,United Kingdom,United Kingdom,Weekday,2418.2599999999998,1017,340,,1.0588195513139658,True,False
559693,2011-07-11 16:21:00,2011-07,United Kingdom,United Kingdom,Weekday,2416.97,934,358,,1.0580949818842513,True,False
537643,2010-12-07 15:34:00,2010-12,United Kingdom,United Kingdom,Weekday,2416.59,269,123,,1.0578815428274362,True,False
537393,2010-12-06 13:59:00,2010-12,United Kingdom,United Kingdom,Weekday,2415.04,972,34,13089,1.0570109361483218,True,False
558774,2011-07-04 10:17:00,2011-07,United Kingdom,United Kingdom,Weekday,2403.3199999999997,840,310,,1.0504280262907602,True,False
546896,2011-03-17 18:24:00,2011-03,United Kingdom,United Kingdom,Weekday,2398.2,627,298,,1.0475522158410404,True,False
536865,2010-12-03 11:28:00,2010-12,United Kingdom,United Kingdom,Weekday,2396.96,317,140,,1.046855730497749,True,False
550458,2011-04-18 13:13:00,2011-04,United Kingdom,United Kingdom,Weekday,2395.58,681,332,,1.0460806097124729,True,False
572704,2011-10-25 14:39:00,2011-10,United Kingdom,United Kingdom,Weekday,2394.1,511,63,,1.0452493207543507,True,False
558554,2011-06-30 12:50:00,2011-06,United Kingdom,United Kingdom,Weekday,2390.4,576,1,17949,1.0431710983590456,True,False
552013,2011-05-05 17:34:00,2011-05,Switzerland,International,Weekday,2388.31,1771,94,12451,1.0419971835465622,True,False
562850,2011-08-10 10:08:00,2011-08,United Kingdom,United Kingdom,Weekday,2388.2,1324,17,14680,1.0419353985564315,True,False
559923,2011-07-13 16:07:00,2011-07,United Kingdom,United Kingdom,Weekday,2387.13,883,341,,1.0413343991069786,True,False
559506,2011-07-08 15:17:00,2011-07,United Kingdom,United Kingdom,Weekday,2382.68,915,315,,1.0388349154153274,True,False
566816,2011-09-15 10:53:00,2011-09,France,International,Weekday,2377.9,1060,31,12731,1.0361500767532845,True,False
568797,2011-09-29 10:22:00,2011-09,United Kingdom,United Kingdom,Weekday,2377.0,1340,12,13694,1.0356445631976696,True,False
541864,2011-01-23 16:17:00,2011-01,United Kingdom,United Kingdom,Weekend,2375.42,1174,19,13798,1.0347571060667016,True,False
574532,2011-11-04 14:19:00,2011-11,United Kingdom,United Kingdom,Weekday,2370.04,1627,135,15676,1.0317352583675818,True,False
560646,2011-07-20 11:28:00,2011-07,United Kingdom,United Kingdom,Weekday,2365.91,581,7,18102,1.0294155128290383,True,False
573274,2011-10-28 13:10:00,2011-10,United Kingdom,United Kingdom,Weekday,2362.83,505,65,,1.027685533105379,True,False
543737,2011-02-11 12:45:00,2011-02,Germany,International,Weekday,2355.9500000000003,639,52,12477,1.0238211628135683,True,False
537034,2010-12-03 17:20:00,2010-12,United Kingdom,United Kingdom,Weekday,2355.1800000000003,1338,73,13081,1.0233886678826534,True,False
562143,2011-08-03 10:41:00,2011-08,United Kingdom,United Kingdom,Weekday,2353.0,1460,24,16422,1.0221642017146084,True,False
569257,2011-10-03 11:24:00,2011-10,United Kingdom,United Kingdom,Weekday,2350.98,916,19,18102,1.0210296046231175,True,False
570187,2011-10-07 15:09:00,2011-10,United Kingdom,United Kingdom,Weekday,2350.68,777,319,,1.020861100104579,True,False
572758,2011-10-25 18:39:00,2011-10,United Kingdom,United Kingdom,Weekday,2347.9,560,263,,1.019299624899458,True,False
543448,2011-02-08 12:12:00,2011-02,United Kingdom,United Kingdom,Weekday,2347.39,551,104,,1.0190131672179428,True,False
544657,2011-02-22 13:08:00,2011-02,United Kingdom,United Kingdom,Weekday,2346.34,964,118,14895,1.018423401403059,True,False
567024,2011-09-16 11:23:00,2011-09,United Kingdom,United Kingdom,Weekday,2342.8,577,71,,1.0164350480843074,True,False
547209,2011-03-21 14:44:00,2011-03,United Kingdom,United Kingdom,Weekday,2340.05,1593,82,13081,1.01489042333104,True,False
559338,2011-07-07 16:30:00,2011-07,United Kingdom,United Kingdom,Weekday,2339.28,823,344,,1.0144579284001252,True,False
578233,2011-11-23 12:20:00,2011-11,United Kingdom,United Kingdom,Weekday,2333.98,1658,204,14049,1.0114810152392824,True,False
560773,2011-07-20 16:17:00,2011-07,United Kingdom,United Kingdom,Weekday,2330.17,847,334,,1.0093410078538465,True,False
546528,2011-03-14 13:04:00,2011-03,United Kingdom,United Kingdom,Weekday,2329.15,1705,38,15311,1.0087680924908164,True,False
575146,2011-11-08 15:45:00,2011-11,United Kingdom,United Kingdom,Weekday,2328.84,1402,24,17313,1.0085939711549936,True,False
562029,2011-08-01 16:41:00,2011-08,United Kingdom,United Kingdom,Weekday,2327.0,1300,7,16182,1.0075604767746253,True,False
569839,2011-10-06 13:21:00,2011-10,United Kingdom,United Kingdom,Weekday,2327.0,1300,6,15769,1.0075604767746253,True,False
571298,2011-10-17 08:14:00,2011-10,United Kingdom,United Kingdom,Weekday,2327.0,1300,6,15769,1.0075604767746253,True,False
570688,2011-10-11 16:29:00,2011-10,United Kingdom,United Kingdom,Weekday,2326.73,757,293,,1.007408822707941,True,False
572550,2011-10-24 17:06:00,2011-10,United Kingdom,United Kingdom,Weekday,2324.63,590,287,,1.0062292910781732,True,False
562353,2011-08-04 13:15:00,2011-08,United Kingdom,United Kingdom,Weekday,2317.0,1312,32,16180,1.0019436594900166,True,False
572123,2011-10-21 08:40:00,2011-10,Netherlands,International,Weekday,2314.48,1780,16,14646,1.000528221534295,True,False
540646,2011-01-10 14:32:00,2011-01,United Kingdom,United Kingdom,Weekday,2312.89,986,350,,0.9996351475860422,True,False
540468,2011-01-07 13:55:00,2011-01,United Kingdom,United Kingdom,Weekday,2311.53,948,334,,0.9988712604353356,True,False
547063,2011-03-20 13:33:00,2011-03,United Kingdom,United Kingdom,Weekend,2309.15,1610,271,14769,0.9975344579215987,True,False
572553,2011-10-24 17:09:00,2011-10,United Kingdom,United Kingdom,Weekday,2303.2,652,280,,0.9941924516372562,True,False
570592,2011-10-11 11:37:00,2011-10,United Kingdom,United Kingdom,Weekday,2299.61,543,72,,0.9921760142320818,True,False
548807,2011-04-04 12:54:00,2011-04,United Kingdom,United Kingdom,Weekday,2298.0,1648,18,16422,0.9912717066492597,True,False
565116,2011-09-01 11:30:00,2011-09,United Kingdom,United Kingdom,Weekday,2297.52,1322,27,13089,0.9910020994195985,True,False
559499,2011-07-08 14:22:00,2011-07,United Kingdom,United Kingdom,Weekday,2295.74,460,62,,0.9900023059429379,True,False
548894,2011-04-04 16:01:00,2011-04,United Kingdom,United Kingdom,Weekday,2295.0299999999997,723,254,,0.9896035119157307,True,False
552232,2011-05-06 15:54:00,2011-05,United Kingdom,United Kingdom,Weekday,2293.79,697,283,,0.9889070265724393,True,False
547706,2011-03-24 18:25:00,2011-03,United Kingdom,United Kingdom,Weekday,2278.8,1108,3,12901,0.9804874174628108,True,False
567981,2011-09-23 11:22:00,2011-09,United Kingdom,United Kingdom,Weekday,2275.04,467,71,,0.9783754941637978,True,False
564323,2011-08-24 13:24:00,2011-08,United Kingdom,United Kingdom,Weekday,2275.0,1300,11,13694,0.9783530268946593,True,False
556803,2011-06-14 14:57:00,2011-06,United Kingdom,United Kingdom,Weekday,2274.39,459,71,,0.9780104010402981,True,False
541430,2011-01-18 09:50:00,2011-01,Portugal,International,Weekday,2271.62,1216,36,12356,0.9764545426524615,True,False
557112,2011-06-16 16:31:00,2011-06,United Kingdom,United Kingdom,Weekday,2271.0299999999997,642,237,,0.9761231504326694,True,False
537256,2010-12-06 11:06:00,2010-12,United Kingdom,United Kingdom,Weekday,2263.8,796,11,16210,0.9720621915358975,True,False
